"","noise","site","fit","se.fit","residual.scale","UL","LL","seals"
"117",38.0434343434343,"waterfront",2.20052205834286,0.214654378991566,1,13.7528302757386,5.92866745642475,9.02972631310078
"118",38.439898989899,"waterfront",2.19875207021728,0.209066993754473,1,13.5789850123145,5.98335090157659,9.01375794083283
"119",38.8363636363636,"waterfront",2.19698208209169,0.203504208816663,1,13.4079837445881,6.0382475722917,8.99781780739562
"120",39.2328282828283,"waterfront",2.19521209396611,0.197968097950008,1,13.2398280855319,6.0933293399236,8.98190586285095
"121",39.6292929292929,"waterfront",2.19344210584052,0.192460962995297,1,13.0745238611059,6.14856436738096,8.96602205734895
"122",40.0257575757576,"waterfront",2.19167211771494,0.186985364185262,1,12.9120816039746,6.20391661009951,8.95016634112789
"123",40.4222222222222,"waterfront",2.18990212958935,0.181544155051046,1,12.7525171224675,6.25934524185811,8.93433866451406
"124",40.8186868686869,"waterfront",2.18813214146376,0.176140522646511,1,12.5958521567303,6.31480399348815,8.91853897792159
"125",41.2151515151515,"waterfront",2.18636215333818,0.170778033934283,1,12.4421151357716,6.37024039077316,8.90276723185227
"126",41.6116161616162,"waterfront",2.18459216521259,0.165460689295122,1,12.2913420509762,6.42559487596508,8.88702337689547
"127",42.0080808080808,"waterfront",2.18282217708701,0.160192984243567,1,12.1435774635638,6.4807997954366,8.87130736372791
"128",42.4045454545455,"waterfront",2.18105218896142,0.154979980549062,1,11.9988756652703,6.53577823419445,8.85561914311354
"129",42.8010101010101,"waterfront",2.17928220083583,0.149827388058393,1,11.857302012952,6.59044267654822,8.83995866590337
"130",43.1974747474747,"waterfront",2.17751221271025,0.144741658568285,1,11.7189344584838,6.6446934715669,8.82432588303535
"131",43.5939393939394,"waterfront",2.17574222458466,0.139730093069033,1,11.5838652945782,6.69841708269189,8.80872074553417
"132",43.990404040404,"waterfront",2.17397223645908,0.134800963514169,1,11.4522031340677,6.75148410396537,8.79314320451114
"133",44.3868686868687,"waterfront",2.17220224833349,0.129963649882961,1,11.3240751333409,6.80374703218186,8.77759321116403
"134",44.7833333333333,"waterfront",2.1704322602079,0.125228792570792,1,11.1996294580005,6.85503779689386,8.7620707167769
"135",45.179797979798,"waterfront",2.16866227208232,0.120608458898458,1,11.0790379676292,6.90516507138456,8.74657567271997
"136",45.5762626262626,"waterfront",2.16689228395673,0.116116320550854,1,10.962499063124,6.95391142114768,8.73110803044945
"137",45.9727272727273,"waterfront",2.16512229583115,0.111767835757704,1,10.8502405898055,7.00103039666465,8.71566774150741
"138",46.3691919191919,"waterfront",2.16335230770556,0.107580425696027,1,10.742522617313,7.04624374946958,8.70025475752159
"139",46.7656565656566,"waterfront",2.16158231957998,0.103573628628145,1,10.6396398184506,7.08923904933498,8.68486903020531
"140",47.1621212121212,"waterfront",2.15981233145439,0.0997692075379383,1,10.5419230415275,7.12966810803458,8.66951051135724
"141",47.5585858585859,"waterfront",2.1580423433288,0.0961911777117866,1,10.4497395185322,7.1671467673425,8.65417915286132
"142",47.9550505050505,"waterfront",2.15627235520322,0.0928657107747406,1,10.3634909910847,7.20125676932416,8.63887490668657
"143",48.3515151515152,"waterfront",2.15450236707763,0.089820863261828,1,10.283608903494,7.23155055959081,8.62359772488694
